"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","NAM","Namibia","2016","2016",0.56563,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CAF","Central African Republic","2006","2006",0.3356,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CAF","Central African Republic","2007","2007",0.38152,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CAF","Central African Republic","2008","2008",0.33429,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CAF","Central African Republic","2009","2009",0.34482,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","CAF","Central African Republic","2010","2010",0.28903,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GIN","Guinea","2008","2008",0.64507,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GIN","Guinea","2009","2009",0.92036,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GIN","Guinea","2010","2010",0.99253,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GIN","Guinea","2011","2011",0.80382,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GIN","Guinea","2012","2012",0.79883,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GIN","Guinea","2013","2013",1.05732,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GIN","Guinea","2014","2014",0.94262,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GIN","Guinea","2015","2015",0.97996,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","GIN","Guinea","2016","2016",1.02033,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SWZ","Eswatini","2000","2000",1.94775,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SWZ","Eswatini","2001","2001",1.55375,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SWZ","Eswatini","2002","2002",1.67242,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SWZ","Eswatini","2003","2003",1.84681,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SWZ","Eswatini","2004","2004",2.03399,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SWZ","Eswatini","2005","2005",2.58471,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SWZ","Eswatini","2006","2006",2.55581,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SWZ","Eswatini","2008","2008",2.22564,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SWZ","Eswatini","2009","2009",2.70098,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SWZ","Eswatini","2010","2010",2.8857,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SWZ","Eswatini","2011","2011",3.3408,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","SWZ","Eswatini","2014","2014",3.61998,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MWI","Malawi","2000","2000",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MWI","Malawi","2001","2001",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MWI","Malawi","2003","2003",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MWI","Malawi","2010","2010",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MWI","Malawi","2011","2011",0.01062,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MWI","Malawi","2013","2013",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MWI","Malawi","2014","2014",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MWI","Malawi","2015","2015",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MWI","Malawi","2016","2016",,"n","Magnitude nil or negligible"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZWE","Zimbabwe","2010","2010",0.46941,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZWE","Zimbabwe","2012","2012",1.90236,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZWE","Zimbabwe","2013","2013",1.97105,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","ZWE","Zimbabwe","2014","2014",2.02322,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BWA","Botswana","2005","2005",4.23042,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BWA","Botswana","2007","2007",3.91479,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BWA","Botswana","2009","2009",3.14953,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MLI","Mali","2008","2008",1.48833,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MLI","Mali","2009","2009",1.51984,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MLI","Mali","2010","2010",1.79809,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MLI","Mali","2011","2011",1.42582,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MLI","Mali","2012","2012",1.38891,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MLI","Mali","2013","2013",1.31927,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MLI","Mali","2014","2014",1.24106,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MLI","Mali","2015","2015",1.25471,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BDI","Burundi","2000","2000",0.00681,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BDI","Burundi","2001","2001",0.00708,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BDI","Burundi","2002","2002",0.0066,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BDI","Burundi","2004","2004",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BDI","Burundi","2008","2008",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BDI","Burundi","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BDI","Burundi","2010","2010",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BDI","Burundi","2011","2011",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BDI","Burundi","2012","2012",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BDI","Burundi","2013","2013",,"n","Magnitude nil or negligible"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDG","Madagascar","2005","2005",2.20525,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDG","Madagascar","2006","2006",1.92534,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDG","Madagascar","2007","2007",1.84331,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDG","Madagascar","2008","2008",1.55916,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDG","Madagascar","2009","2009",1.66127,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDG","Madagascar","2011","2011",1.30895,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","MDG","Madagascar","2012","2012",1.29373,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GHA","Ghana","2001","2001",2.11904,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GHA","Ghana","2004","2004",2.57207,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GHA","Ghana","2005","2005",2.41337,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GHA","Ghana","2006","2006",1.9595,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GHA","Ghana","2007","2007",1.92222,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GHA","Ghana","2008","2008",1.95552,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GHA","Ghana","2009","2009",2.02154,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GHA","Ghana","2010","2010",2.05652,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GHA","Ghana","2011","2011",2.22698,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GHA","Ghana","2012","2012",3.22964,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GHA","Ghana","2013","2013",2.2664,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","GHA","Ghana","2014","2014",2.27802,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","UGA","Uganda","2004","2004",0.58763,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","UGA","Uganda","2009","2009",0.34662,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","UGA","Uganda","2010","2010",0.31775,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","UGA","Uganda","2011","2011",0.32091,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","UGA","Uganda","2012","2012",0.34025,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","UGA","Uganda","2013","2013",0.35683,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","UGA","Uganda","2014","2014",0.36675,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SEN","Senegal","2005","2005",1.15153,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SEN","Senegal","2006","2006",1.20738,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SEN","Senegal","2008","2008",1.21479,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SEN","Senegal","2009","2009",1.52923,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SEN","Senegal","2010","2010",1.81328,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SEN","Senegal","2011","2011",1.72877,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SEN","Senegal","2012","2012",1.6501,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SEN","Senegal","2013","2013",1.98475,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SEN","Senegal","2014","2014",2.46663,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SEN","Senegal","2015","2015",2.08573,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","SEN","Senegal","2016","2016",1.10341,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TCD","Chad","2004","2004",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TCD","Chad","2005","2005",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TCD","Chad","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TCD","Chad","2010","2010",0.00734,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","TCD","Chad","2011","2011",0.00724,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LSO","Lesotho","2000","2000",4.90832,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LSO","Lesotho","2001","2001",4.98472,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LSO","Lesotho","2005","2005",5.19863,"‡","UIS Estimation"
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LSO","Lesotho","2006","2006",4.52257,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","LSO","Lesotho","2008","2008",4.09962,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ZMB","Zambia","2000","2000",0.97996,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ZMB","Zambia","2004","2004",1.57318,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ZMB","Zambia","2005","2005",1.03713,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GMB","Gambia","2001","2001",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GMB","Gambia","2002","2002",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GMB","Gambia","2003","2003",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GMB","Gambia","2004","2004",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GMB","Gambia","2005","2005",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GMB","Gambia","2006","2006",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GMB","Gambia","2007","2007",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GMB","Gambia","2008","2008",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GMB","Gambia","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GMB","Gambia","2010","2010",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GMB","Gambia","2011","2011",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GMB","Gambia","2012","2012",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GMB","Gambia","2013","2013",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","GMB","Gambia","2014","2014",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2000","2000",0.13792,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2001","2001",0.13657,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2002","2002",0.20916,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2003","2003",0.20233,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2004","2004",0.16008,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","CIV","Côte d'Ivoire","2005","2005",0.24413,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ETH","Ethiopia","2009","2009",1.50145,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ETH","Ethiopia","2010","2010",1.27682,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ETH","Ethiopia","2011","2011",1.45452,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ETH","Ethiopia","2012","2012",1.36157,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ETH","Ethiopia","2013","2013",1.08172,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ETH","Ethiopia","2014","2014",1.40245,,
"XGDP_1_FSGOV","Government expenditure on primary education as a percentage of GDP (%)","ETH","Ethiopia","2015","2015",1.30069,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MAR","Morocco","2001","2001",2.25657,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MAR","Morocco","2002","2002",2.41052,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MAR","Morocco","2003","2003",2.37164,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MAR","Morocco","2004","2004",2.34956,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MAR","Morocco","2005","2005",3.483,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MAR","Morocco","2006","2006",2.2604,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MAR","Morocco","2007","2007",2.56655,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MAR","Morocco","2008","2008",2.30092,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MAR","Morocco","2009","2009",2.20565,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MAR","Morocco","2010","2010",2.49794,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MAR","Morocco","2011","2011",2.52051,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MAR","Morocco","2012","2012",2.75253,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","MAR","Morocco","2013","2013",2.71144,,
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TUN","Tunisia","2000","2000",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TUN","Tunisia","2001","2001",,"n","Magnitude nil or negligible"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TUN","Tunisia","2002","2002",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TUN","Tunisia","2003","2003",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TUN","Tunisia","2004","2004",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TUN","Tunisia","2005","2005",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TUN","Tunisia","2006","2006",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TUN","Tunisia","2007","2007",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TUN","Tunisia","2008","2008",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TUN","Tunisia","2009","2009",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TUN","Tunisia","2010","2010",,"a","Category not applicable"
"XGDP_4_FSGOV","Government expenditure on post-secondary non-tertiary education as a percentage of GDP (%)","TUN","Tunisia","2015","2015",0.29529,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","LBR","Liberia","2007","2007",0.3686,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","LBR","Liberia","2012","2012",0.95103,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BWA","Botswana","2005","2005",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BWA","Botswana","2007","2007",,"n","Magnitude nil or negligible"
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","BWA","Botswana","2009","2009",,"n","Magnitude nil or negligible"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2005","2005",1.12899,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2006","2006",1.12149,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2008","2008",1.23912,"‡","UIS Estimation"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2009","2009",1.61336,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2010","2010",1.74394,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2011","2011",1.70408,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2012","2012",1.60794,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2013","2013",2.43308,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2014","2014",2.13453,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2015","2015",2.28206,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","SEN","Senegal","2016","2016",1.86011,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2001","2001",0.40228,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2002","2002",0.48409,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2003","2003",0.66306,"‡","UIS Estimation"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2004","2004",0.62534,"‡","UIS Estimation"
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2005","2005",0.47677,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2006","2006",0.39439,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2008","2008",0.31268,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2009","2009",0.38188,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2010","2010",0.33258,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2011","2011",0.26533,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2012","2012",0.26833,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2013","2013",0.29007,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2014","2014",0.34711,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2015","2015",0.33338,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MUS","Mauritius","2016","2016",0.31855,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MLI","Mali","2008","2008",0.04791,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MLI","Mali","2009","2009",0.0363,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MLI","Mali","2010","2010",0.00692,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MLI","Mali","2011","2011",0.01107,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MLI","Mali","2012","2012",0.01193,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MLI","Mali","2013","2013",0.01044,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MLI","Mali","2014","2014",0.0085,,
"XGDP_02_FSGOV","Government expenditure on pre-primary education as a percentage of GDP (%)","MLI","Mali","2015","2015",0.01203,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAR","Morocco","2000","2000",1.01391,,
"XGDP_5T8_FSGOV","Government expenditure on tertiary education as a percentage of GDP (%)","MAR","Morocco","2009","2009",1.06177,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEN","Benin","2000","2000",0.74218,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEN","Benin","2001","2001",0.81142,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEN","Benin","2002","2002",0.71813,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEN","Benin","2003","2003",0.83655,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEN","Benin","2004","2004",1.00649,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEN","Benin","2005","2005",1.19189,"‡","UIS Estimation"
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEN","Benin","2006","2006",0.86447,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEN","Benin","2007","2007",0.62647,,
"XGDP_2T3_FSGOV","Government expenditure on secondary education as a percentage of GDP (%)","BEN","Benin","2008","2008",0.91663,,
